sha256,folder,source,name,path,category,arch,elf_type,pie,linkage,size
0e49b99ea11f59d728d9b4fd7cf52062eaf736e92d602f7fdef3f91a7dc1b79c,Benign_arch_general,arch,libxt_dccp.so,/usr/lib/xtables/libxt_dccp.so,general,x86-64,DYN,no,static,14488
1520bed30cf8d98a7134feee984db6c4bccf433b12ac341eb40120e30ea9429a,Benign_arch_general,arch,libopcodes-2.47.so,/usr/lib/libopcodes-2.47.so,general,x86-64,DYN,no,static,800720
e0031cd4d552189df78405fcb4c9af68245c5da38dbe1e15d64118b089e3dd95,Benign_arch_general,arch,IBM1097.so,/usr/lib/gconv/IBM1097.so,general,x86-64,DYN,no,static,18440
7a06bf97c789227a856d48d05662da7dd2148e4f247418ae10505b08fb3043eb,Benign_arch_general,arch,paste,/usr/bin/paste,general,x86-64,DYN,yes,dynamic,47408
da41db653ce655535e84086b42809ae9e60a919b11b77b9f8fae6c131c97d005,Benign_arch_general,arch,bfifo.so,/usr/lib/libnl/cli/qdisc/bfifo.so,general,x86-64,DYN,no,static,14376
698f52107a5429a7dba85cb10aa3d5c93675b14d05afb2422175cfbbf7f872cb,Benign_arch_general,arch,head,/usr/lib/bash/head,general,x86-64,DYN,no,static,14328
3cd7d4db9080ef08097cb4434626d1ffc067f97d4fd73739b209e5339b197578,Benign_arch_general,arch,pg,/usr/bin/pg,general,x86-64,DYN,yes,dynamic,43216
90498d6796e5cd489923d7ce0b106c8aac717a65b3b1b6e2ea074fb87e67d491,Benign_arch_general,arch,nl-util-addr,/usr/bin/nl-util-addr,general,x86-64,DYN,yes,dynamic,14352
e9b56060e20b8ef441e508f7421a60f21a90c01ee587847b8493c4ca3a5a0c32,Benign_arch_general,arch,fincore,/usr/bin/fincore,general,x86-64,DYN,yes,dynamic,26968
68ba2329566fe7162199abf27c82802ef03c6fe9bd3c48f24e902224210cba15,Benign_arch_general,arch,resizecons,/usr/bin/resizecons,general,x86-64,DYN,yes,dynamic,35272
899f11dd0dbf8ac0042c67cb7791f6d10c1bf1efd1c5f82dc65047b9729fb583,Benign_busybox_general,busybox,[,/bin/[,general,x86-64,DYN,no,static,1239304
4235f9cff873b283c0d6d7db536a3f13438ad49d7f0554138efb1478c820e469,Benign_busybox_general,busybox,getconf,/bin/getconf,general,x86-64,DYN,no,static,292648
